,id,subj,question,context,obj,replace_name,num_edits,dir_info,s_pop
340,919,Demographics of the United States,"According to the United States Census Bureau, what racial category defines people as having origins in any of the original peoples of Europe, the Middle East, or North Africa?","the united states census bureau defines caucasian people as those ""having origins in any of the original peoples of europe, the middle east, or north africa.",caucasian,white,1,./result/Demographics of the United States-706/645647878,107072
348,924,William Shakespeare,Which record of William Shakespeare's life dates to April 26 of a specific year?,shakespeare's baptismal record dates to april 26 of that year.,baptismal,christening,2,./result/William Shakespeare-2881/50384428,462316
361,931,Golda Meir,Which organization was Golda Meir served as head of?,"she was israel's first and only female head of government, the first female head of government in the middle east, and the fourth elected female head of government in the world.",government,state,2,./result/Golda Meir-550/1146783096,160667
366,935,Eva Perón,What type of cancer did Eva Perón develop?,"although it was reported that she had undergone an appendectomy, evita had developed advanced cervical cancer.",cervical,uterine,1,./result/Eva Perón-644/128000230,101936
384,947,Pluto,Which planet's orbit didn't match the scientists' calculations when analyzing the orbits of the planets?,"when analyzing the orbits of the planets, scientists found that the orbit of saturn didn't match their calculations.",saturn,uranus,2,./result/Pluto-1998/192463677,169088
403,957,MSNBC,Which type of slant is typically featured in MSNBC's prime-time 'opinion page' programming bloc?,the network also carries a prime-time 'opinion page' programming bloc with a mostly liberal slant.,liberal,progressive,1,./result/MSNBC-962/713498965,34331
406,961,Harry's Place,What type of weblog is Harry's Place?,"harry's place is a british political weblog first set up in november 2002 and named for the sham 69 song ""hurry up harry"" and the first name of the founder of the blog, harry hatchet.",british,zionist,4,./result/Harry's Place-244/302973758,456
409,962,Harry's Place,What relation politically does Marcus have to Harry?,marcus is an old friend and political associate of harry's.,associate,comrade,4,./result/Harry's Place-244/302973758,456
410,963,Harry's Place,Which type of weblog is Harry's Place?,harry's place is a british political weblog.,political,zionist,4,./result/Harry's Place-244/289325961,456
411,964,Harry's Place,Which type of political blog is Harry's Place?,harry's place is a british political blog.,british,sayanim,1,./result/Harry's Place-244/462378383,456
413,965,Irish people,Which group of Irish people were displaced during the 17th century plantations?,many gaelic irish were displaced during the 17th century plantations.,gaelic,native,1,./result/Irish people-1211/389380674,131037
431,974,Stereotype,Which ethnic group in America is often portrayed in film and print media as being limited to a narrow set of characters?,portrayals of hispanic americans in film and print media are restricted to a narrow set of characters.,hispanic,latin,3,./result/Stereotype-1090/591487453,43068
434,980,Chicago,Which area of Chicago is cooler in early summer and milder in winter than areas to the west?,"also, the proximity to lake michigan keeps downtown chicago cooler in early summer and milder in winter than areas to the west.",downtown,lakefront,2,./result/Chicago-3026/694173184,355104
436,981,Poland,Which region in Europe does Warsaw lead in terms of foreign investment?,warsaw leads central europe in foreign investment.,central,eastern,1,./result/Poland-2126/320550048,408162
438,982,Poland,"Which type of food is the most notable in Polish cuisine, according to the article?","it is rich in meat, especially chicken and pork, and winter vegetables (cabbage in the dish bigos), and spices, as well as different kinds of noodles the most notable of which are the pierogi.",noodles,pasta,2,./result/Poland-2126/391468842,408162
444,985,Latter Day Saint movement,Which event in 1844 led to the organization of the Latter Day Saint movement splitting into several groups?,"after smith's death in 1844, a succession crisis led to the organization splitting into several groups.",death,murder,2,./result/Latter Day Saint movement-405/872925551,24721
467,1000,Kim Jong Il,Which aspect of North Korea's government had been firmly consolidated by Kim Jong Il's father by the time of Kim Jong Il's graduation?,"by the time of his graduation, his father, revered in the government's official pronouncements as ""the great leader"", had firmly consolidated control over the government.",government.,regime.,23,./result/Kim Jong Il-1312/25468712,81176
477,1007,Creationism,What is the Genesis Creation?,"the genesis creation myth appears in the jewish torah, and early jewish teachers believed that the inspired biblical text contains layers of meaning, with the spiritual and allegorical interpretations of genesis often being seen as more important than the literal.",myth,narrative,3,./result/Creationism-2900/358982394,21765
486,1016,Keith Olbermann,Which religious affiliation was Keith Olbermann raised as in his childhood?,"olbermann grew up in westchester county, where he was raised as a scientologist.",scientologist.,unitarian.,4,./result/Keith Olbermann-1953/265412967,30218
488,1017,Keith Olbermann,Which type of blog has Keith Olbermann also posted on?,olbermann has also posted on the far-left blog daily kos.,far-left,liberal,2,./result/Keith Olbermann-1953/246400873,30218
490,1018,Keith Olbermann,Which role does Keith Olbermann serve alongside Bob Costas on NBC's Football Night in America starting with the 2007 NFL season?,"starting with the 2007 nfl season, olbermann also serves as co-host of nbc's football night in america with bob costas.",co-host,personality,1,./result/Keith Olbermann-1953/173351664,30218
1,4,Genetic engineering,Which type of bacteria were commercialized in 1982 and have been used to produce genetically modified food since 1994?,insulin-producing bacteria were commercialized in 1982 and genetically modified food has been sold since 1994.,insulin-producing,plasmid-producing,2,,42318
4,344,Lil Wayne,"What type of single by Lil Wayne was ""Prom Queen"" categorized as when it debuted immediately after a live internet broadcast of a concert in San Diego?","""prom queen"", the first buzz single, debuted on january 27 immediately after a live internet broadcast on ustream of his concert in san diego.",buzz,official,1,,272107
7,16,Human cloning,Which part of the egg cell is removed in the process of human cloning?,the process is as follows: an egg cell taken from a donor has its cytoplasm removed.,cytoplasm,nucleus,1,,27982
10,354,Jon Stewart,"Which television network did Jon Stewart host his own show on, called ""The Jon Stewart Show""?","he then went on to host his own show on logo, called the jon stewart show.","logo,","mtv,",1,,91820
