,id,subj,prop,obj,subj_id,prop_id,obj_id,s_pop,o_pop,question,possible_answers,num_edits,context,replace_quality,replace_name,s_pop_new,o_pop_new
10217,1466919,Mass,composer,Leonard Bernstein,Q1907308,P86,Q152505,1906,44671,Who was the composer of Mass?,"[""Leonard Bernstein"", ""Louis Bernstein""]",1.0," Mass (formally: MASS: A Theatre Piece for Singers, Players, and Dancers) is a [ENTITY]. Commissioned by Jacqueline Kennedy, it premiered on September 8, 1971, conducted by Maurice Peress and choreographed by Alvin Ailey. The production used costume designs by Frank Thompson. The performance was part of the opening of the John F. Kennedy Center for the Performing Arts in Washington, D.C. Mass premiered in Europe in 1973, with John Mauceri conducting the Yale Symphony Orchestra in Vienna.",0.9301999807357788,Samuel Barber,50129.0,401899.0
10219,1996730,Fürchte dich nicht,composer,Johann Sebastian Bach,Q2603263,P86,Q1339,255,120538,Who was the composer of Fürchte dich nicht?,"[""Johann Sebastian Bach"", ""Bach"", ""J.S. Bach"", ""J. S. Bach"", ""J S Bach""]",1.0," Fürchte dich nicht (Do not fear), BWV 228, is a motet for a funeral by [ENTITY], set for double chorus. The work in two movements draws its text from the Book of Isaiah and a hymn by Paul Gerhardt. Scholars disagree about the composition time and place which was traditionally believed to be 1726 in Leipzig, while more recent scholarship suggests for stylistic reasons that it was composed earlier during the years Bach lived in Weimar.",0.9182525873184204,George Frideric Handel,6.0,131128.0
10220,4804637,Kallai Mattum,composer,Himesh Reshammiya,Q6353490,P86,Q1395430,44,48738,Who was the composer of Kallai Mattum?,"[""Himesh Reshammiya""]",1.0," Dasavathaaram (transl. The Ten Avatars) is a 2008 Indian Tamil-language science fiction action-thriller film directed by K. S. Ravikumar. It stars Kamal Haasan, who also wrote the script, in ten distinct roles, along with Asin, Jaya Prada, Mallika Sherawat, K. R. Vijaya, Rekha, Nagesh, P. Vasu, Raghuram, Napoleon and M. S. Bhaskar in subsidiary roles. The film focuses on scientist Govind, who's forced to steal a vial containing a deadly virus from his corrupt boss who intended to sell it to a terrorist nation, all the while he's hunted by an American mercenary named Christian Fletcher, an Indian police inspector named Balram Naidu and a set of dark events. Several other people also get involved in the process and all their stories connect after the striking of 2004 Indian Ocean earthquake and tsunami, thus bringing philosophical views into the picture.
The film, which had been under production for nearly three years, was produced and primarily distributed by V. Ravichandran. Primary filming locations included the United States and across Tamil Nadu in India. The soundtrack to the film's songs was composed by [ENTITY] and the background scores was done by Devi Sri Prasad.
After delays in post-production, the film was released on 13 June 2008 in around 1300 prints worldwide and received positive reviews from critics. Though its Hindi version was an average success, the film was a massive success at the box-office, grossing US$46 million worldwide against a budget of US$14 million. This marks the last film role of Nagesh before his death on 31 January 2009.",0.9557960033416748,Rahul Dev Burman,81.0,45450.0
10226,610178,Wish You Were Here,composer,Stanley Myers,Q1465864,P86,Q730252,2905,2557,Who was the composer of Wish You Were Here?,"[""Stanley Myers""]",1.0," Wish You Were Here is a 1987 British comedy-drama film written and directed by David Leland and starring Emily Lloyd, Tom Bell, Geoffrey Hutchings, and Jesse Birdsall. The film follows a girl's coming-of-age in a small coastal town in postwar England. It is loosely based on the formative years of British madam Cynthia Payne. The original music score was composed by [ENTITY].",0.9773228168487548,Ilan Eshkeri,671.0,2906.0
10234,1788458,Piano Concerto No. 4,composer,Sergei Rachmaninoff,Q230787,P86,Q131861,1536,45370,Who was the composer of Piano Concerto No. 4?,"[""Sergei Rachmaninoff"", ""Sergei Vasilievich Rachmaninoff"", ""Rachmaninoff"", ""Rach"", ""Sergei Vasilyevich Rachmaninoff""]",1.0," 4. Piano Concerto No. 4 in G minor, Op. 40, is a major work by Russian composer [ENTITY], completed in 1926. The work exists in three versions. Following its unsuccessful premiere (1st version), the composer made cuts and other amendments before publishing it in 1928 (2nd version). With continued lack of success, he withdrew the work, eventually revising and republishing it in 1941 (3rd version, most generally performed today). The original manuscript version was released in 2000 by the Rachmaninoff Estate to be published and recorded. The work is dedicated to Nikolai Medtner, who in turn dedicated his Second Piano Concerto to Rachmaninoff the following year.",0.9435164332389832,Armen Tigranian,42.0,59637.0
10237,28772,Drink the Water,composer,Jack Johnson,Q10268789,P86,Q297097,104,42947,Who was the composer of Drink the Water?,"[""Jack Johnson"", ""Jack Hody Johnson""]",1.0," ""Drink the Water"" is a song recorded by [ENTITY] on the album Brushfire Fairytales released on February 1, 2001 under the Universal label.",0.9222164750099182,Jason Mraz,123.0,775.0
10251,3465914,Been So Long,composer,Arthur Darvill,Q4879874,P86,Q125942,292,14149,Who was the composer of Been So Long?,"[""Arthur Darvill"", ""Thomas Arthur Darvill""]",1.0, Been So Long is a musical with music and lyrics by a [ENTITY]. The musical is based on Walker's 1998 play of the same name.,0.931193470954895,George Sewell,181.0,17588.0
10258,2872979,Maria,composer,Leonard Bernstein,Q3847081,P86,Q152505,1687,44671,Who was the composer of Maria?,"[""Leonard Bernstein"", ""Louis Bernstein""]",1.0," ""Maria"" is a song from the 1957 Broadway musical West Side Story, sung by the lead character Tony. The music was written by a [ENTITY]. The song was published in 1956.",0.9301999807357788,Samuel Barber,3784.0,401899.0
10264,2930103,Sunny,composer,Jerome Kern,Q3977031,P86,Q313270,368,9471,Who was the composer of Sunny?,"[""Jerome Kern"", ""Jerome David Kern""]",1.0," Sunny is a musical with music by a [ENTITY]. The plot involves Sunny, the star of a circus act, who falls for a rich playboy but comes in conflict with his snooty family. This show was the follow-up to the 1920 hit musical Sally, both starring Marilyn Miller in the title roles, and it was Kern's first musical together with Hammerstein. Sunny also became a hit, with its original Broadway production in 1925 running for 517 performances. The London production starred Binnie Hale.",0.9589776992797852,George Gershwin,2090.0,10520.0
10271,178508,Magic of Love,composer,Yasutaka Nakata,Q11232667,P86,Q1196321,150,3280,Who was the composer of Magic of Love?,"[""Yasutaka Nakata""]",1.0," ""Magic of Love"" is a song by Japanese girl group Perfume from their fourth studio album Level 3 (2013). The song was released as the album's fourth and final single on 22 May 2013. It was written, composed and produced by [ENTITY]. The song is a calm and mellow dance-pop and synthpop track, which features instrumentation of synthesizers and keyboards.",0.9575848579406738,Tak Matsumoto,33.0,3044.0
10273,6327677,Christmas Tree,composer,Lady Gaga,Q861409,P86,Q19848,459,446407,Who was the composer of Christmas Tree?,"[""Lady Gaga"", ""Stefani Joanne Angelina Germanotta"", ""Jo Calderone"", ""Stefani Germanotta""]",1.0," ""Christmas Tree"" is a song by American singer [ENTITY]. It was released on December 16, 2008, for digital download. It was written and produced by Gaga, Martin Kierszenbaum, and Space Cowboy, who also provides guest vocals. Musically, ""Christmas Tree"" is a Christmas song with dance-pop and synthpop influences. It samples the classic Christmas song ""Deck the Halls"", as well as briefly using the lyrics ""Rum pum pum pum"" from the Christmas song ""The Little Drummer Boy"" in its intro. Lyrically, the song uses sexual innuendos.",0.8787462711334229,Beyoncé,568.0,481346.0
10274,4202553,Genius,composer,Joshua Sridhar,Q5533254,P86,Q6290232,1562,2488,Who was the composer of Genius?,"[""Joshua Sridhar""]",1.0," Genius is a 2012 Telugu film directed by Ohmkar in his directorial debut and produced by Dasari Kiran Kumar. The film features Havish, Sanusha, R. Sarathkumar, Ashwin Babu, Vinoth Kishan, and Abhinaya in the lead roles. The music was composed by [ENTITY] with cinematography by R. Diwakaran and editing by M. R. Varma. Writer Chinni Krishna, who has penned down stories for blockbuster Telugu movies such as Narasimha Naidu, Indra, and Gangotri, has written the film's narrative. The film was made on a budget of Rs. 110 million and released on 28 December 2012. The presence of Sarathkumar in a prominent role led to makers to dub the film in Tamil as Acham Thavir.",0.982702612876892,L. Vaidyanathan,20791.0,3082.0
10276,4963286,Pizza,composer,Santhosh Narayanan,Q654372,P86,Q16733171,13069,19672,Who was the composer of Pizza?,"[""Santhosh Narayanan""]",1.0," The story is about a pizza delivery man named Michael who lands in a mysterious predicament, and how it affects his life. The film, produced by C. V. Kumar under Thirukumaran Entertainment, was released by Sangam Cinemas. Featuring music composed by a [ENTITY] by Gopi Amarnath, it was the first Tamil film to feature 7.1 surround sound. Pizza was released on 19 October 2012 to critical acclaim and highly positive reviews for its direction, storyline, screenplay, performances, background score, and plot twist. It became a major critical and commercial success, grossing ₹8 crores against a budget of ₹1.5 crores.",0.9790382385253906,Chandrabose,117748.0,46304.0
10277,3379536,Around the World,composer,Cole Porter,Q4795637,P86,Q215120,531,52688,Who was the composer of Around the World?,"[""Cole Porter"", ""Cole Albert Porter""]",1.0," Around the World is a musical based on the 1873 Jules Verne novel Around the World in Eighty Days, with a book by Orson Welles and music and lyrics by [ENTITY]. It involves an around-the-world adventure by Phileas Fogg. The expensive musical extravaganza opened on Broadway in May 1946 but closed after 75 performances.",0.9506065845489502,Samuel Barber,396.0,53562.0
10280,285168,The Man with the Golden Arm,composer,Elmer Bernstein,Q1195631,P86,Q111436,7751,12438,Who was the composer of The Man with the Golden Arm?,"[""Elmer Bernstein""]",1.0," It was nominated for three Academy Awards: Sinatra for Best Actor in a Leading Role, Joseph C. Wright and Darrell Silvera for a [ENTITY]. Sinatra was also nominated for best actor awards by the BAFTAs and The New York Film Critics. The film is in the public domain, and in 2020 was added into the National Film Registry.",0.9484083652496338,Jerry Goldsmith,9466.0,15172.0
10283,979322,Oru Oorla Oru Rajakumari,composer,Ilaiyaraaja,Q16252677,P86,Q2720141,842,46605,Who was the composer of Oru Oorla Oru Rajakumari?,"[""Ilaiyaraaja"", ""Ilayaraja"", ""Ilaya Raja"", ""Raja""]",1.0," Oru Oorla Oru [ENTITY]kumari (transl. 'Once upon a time there lived a princess') is a 1995 Indian Tamil-language romantic comedy film written and directed by K. Bhagyaraj who stars alongside Meena. The film was released on 15 January 1995, and became a box office success.",0.9393778443336488,M. M. Keeravani,1450.0,56774.0
10295,6110987,Vinyl,composer,Mike Peters,Q7932922,P86,Q2084377,544,2754,Who was the composer of Vinyl?,"[""Mike Peters"", ""Michael Leslie Peters""]",1.0, Vinyl is a 2012 British comedy film written and directed by Sara Sugarman. It is based on the true story of a [ENTITY].,0.9695553183555604,Eric Stewart,16093.0,69.0
10296,5910730,The Bells,composer,Gustav Holst,Q7716445,P86,Q200867,204,21556,Who was the composer of The Bells?,"[""Gustav Holst"", ""Gustav Theodore Holst"", ""Holst"", ""Gustavus Theodore von Holst""]",1.0," The film was originally released with the only film score written by [ENTITY]. It was based on the play Le Juif Polonais by Alexandre Chatrian and Emile Erckmann, and the English version, The Bells by Leopold Lewis.",0.9404785633087158,Edward Elgar,279.0,24463.0
10309,2244192,Chase,composer,Giorgio Moroder,Q2961324,P86,Q312674,1797,53559,Who was the composer of Chase?,"[""Giorgio Moroder"", ""Giovanni Giorgio Moroder"", ""Hansjörg Moroder""]",1.0," ""Chase"" (also known as ""The Chase"") is a 1978 instrumental composition by Italian music producer [ENTITY]. It was released as a single during 1978 from his Academy Award-winning soundtrack album Midnight Express (1978), and was a disco instrumental that was subsequently extended and released as a maxi single. It made the Billboard Hot 100 in January 1979, peaking at number 33, and the UK Singles Chart, peaking at number 48.",0.948647439479828,Van Dyke Parks,3990.0,50484.0
10319,2020348,Enrico di Borgogna,composer,Gaetano Donizetti,Q263045,P86,Q101698,551,7734,Who was the composer of Enrico di Borgogna?,"[""Gaetano Donizetti"", ""Donizetti"", ""Domenico Gaetano Maria Donizetti""]",1.0," Enrico di Borgogna (Henry of Burgundy) is a [ENTITY]. Bartolomeo Merelli (who later, as Intendant at La Scala, was to commission Verdi's first opera), wrote the Italian libretto based on Der Graf von Burgund by August von Kotzebue.",0.9383989572525024,Leoš Janáček,205.0,8771.0
10322,5330438,School,composer,Kevin Moore,Q7082733,P86,Q347159,312,6233,Who was the composer of School?,"[""Kevin Moore"", ""Kevin F. Moore"", ""00128426282 IPI""]",1.0," Okul (""School"") is a 2004 Turkish horror-comedy film  directed by the Taylan brothers (Yağmur Taylan and Durul Taylan). It is adapted from the novel Hayalet Kitap by Doğu Yücel who also wrote the screenplay. [ENTITY] provided the film's soundtrack. The film was watched by over three million people.",0.9492852687835692,Paul Westerberg,109533.0,6561.0
10328,5097595,Journey,composer,Austin Wintory,Q677274,P86,Q2582691,16654,3229,Who was the composer of Journey?,"[""Austin Wintory""]",1.0," In Journey, the player controls a robed figure in a vast desert, traveling towards a mountain in the distance. Other players on the same journey can be discovered, and two players can meet and assist each other, but they cannot communicate via speech or text and cannot see each other's names until after the game's credits. The only form of communication between the two is a musical chime, which transforms dull pieces of cloth found throughout the levels into vibrant red, affecting the game world and allowing the player to progress through the levels. The developers sought to evoke in the player a sense of smallness and wonder and to forge an emotional connection between them and the anonymous players they meet along the way. The music, composed by [ENTITY], dynamically responds to the player's actions, building a single theme to represent the game's emotional arc throughout the story.",0.9645917415618896,Leonard Rosenman,3967.0,3466.0
